Case ID,Case Type,Court Type,Judge Name,Lawyer Name,Case Start Date,Case End Date,Judge Experience (Years),Lawyer Experience (Years),Case Duration (Days),Case Outcome,Lawyer Firm,Case Complexity Level,Case Status
3715,Family,District Court,Michael Madden,Sandra Allen,2024-05-22,2024-09-04,23,32,105,Acquittal,Davis Legal Services,High,Pending
3716,Criminal,Small Claims Court,Molly Huynh,Elizabeth Ford,2022-06-10,2024-03-12,39,34,641,Settlement,Wilson Legal,Low,Open
3717,Family,High Court,Katrina Garcia,Anne Carlson,2023-11-29,2024-05-17,14,1,170,Judgment for Plaintiff,Smith & Co,Medium,Closed
3718,Family,Commercial Court,Cassandra Small,Donald Grimes,2022-06-24,2022-12-09,26,4,168,Conviction,Smith & Co,High,Closed
3719,Criminal,Commercial Court,Paul Marquez,Rachel Lambert,2021-08-25,2024-08-08,29,19,1079,Dismissal,Davis Legal Services,Medium,Open
3720,Corporate,Family Court,Kelly Jones,Allen Golden,2021-05-21,2023-06-13,12,17,753,Settlement,Wilson Legal,High,Pending
3721,Criminal,Small Claims Court,Keith Wade,Wayne Kelly,2024-12-25,2024-12-31,6,35,6,Pending,Black Legal Solutions,Medium,Open
3722,Civil,High Court,Dawn Foster,Bradley Howe,2023-07-21,2024-03-12,26,4,235,Conviction,Wilson Legal,Medium,Open
3723,Property,Family Court,Raymond Collier,Kevin Gill,2021-09-22,2022-08-30,22,14,342,Pending,Lee & Partners,Low,Open
3724,Criminal,Commercial Court,Cassie Little,David Holder,2023-01-16,2024-11-04,19,16,658,Settlement,Carter Law,High,Pending
3725,Civil,Commercial Court,Casey Adams,Richard Scott,2020-04-13,2024-05-25,17,34,1503,Acquittal,Young & Associates,Medium,Open
3726,Corporate,Commercial Court,Taylor Harper,Anna Gonzalez,2022-02-22,2022-07-09,9,26,137,Pending,Smith & Co,High,Pending
3727,Corporate,High Court,Benjamin Bennett,Kristen Wood,2020-07-07,2023-12-17,32,23,1258,Acquittal,Davis Legal Services,High,Pending
3728,Property,Family Court,Kelly Morris,Melissa Davis,2023-11-01,2024-02-14,34,15,105,Settlement,Smith & Co,Medium,Open
3729,Family,District Court,Shannon Woods,Roberto Perry,2021-10-30,2023-09-20,11,33,690,Settlement,Davis Legal Services,High,Pending
3730,Criminal,High Court,Shaun James,Christina Riley,2024-05-05,2024-09-28,13,25,146,Judgment for Plaintiff,Carter Law,Low,Pending
3731,Criminal,Commercial Court,Deborah Jordan,Katherine Thomas,2020-01-31,2024-11-20,38,3,1755,Pending,Wilson Legal,High,Pending
3732,Civil,District Court,Bryan Reynolds,David Garcia,2021-01-10,2023-02-16,35,24,767,Judgment for Plaintiff,Lee & Partners,High,Closed
3733,Civil,Commercial Court,David Allison,Gary Morgan,2024-05-03,2024-09-26,13,32,146,Pending,Clark & Harris,Medium,Closed
3734,Property,Family Court,Gregory Jackson,Chelsea Owen,2022-07-19,2023-06-24,36,24,340,Settlement,Clark & Harris,High,Open
3735,Property,High Court,Kara Peterson,Jonathan Martinez,2021-06-04,2024-08-25,19,33,1178,Dismissal,Wilson Legal,Medium,Open
3736,Family,Commercial Court,Linda Phillips,Carrie Holland,2020-04-16,2021-05-07,11,9,386,Conviction,Young & Associates,Low,Closed
3737,Family,District Court,Melissa Waller,Cody Murillo,2020-12-19,2021-04-06,10,25,108,Dismissal,Lee & Partners,Medium,Pending
3738,Family,Family Court,David Brown,Jesus Haney,2022-12-14,2024-05-28,29,26,531,Pending,Davis Law Firm,Low,Open
3739,Civil,District Court,Daniel Frost,Terry Rose,2020-04-28,2022-03-31,28,25,702,Judgment for Plaintiff,Young & Associates,Medium,Closed
3740,Property,High Court,John Rose,Megan Campbell,2022-01-13,2024-02-06,26,20,754,Pending,Wilson Legal,Medium,Open
3741,Corporate,Commercial Court,Jason Johnson,Zachary Robinson,2024-01-23,2024-03-09,37,14,46,Dismissal,Lee & Partners,Low,Open
3742,Corporate,Family Court,Seth Cooper DDS,Frank Powell,2024-07-18,2024-12-11,34,30,146,Pending,Clark & Harris,Low,Closed
3743,Civil,High Court,Joseph Boone,Mary Sullivan,2021-10-08,2021-12-29,15,1,82,Acquittal,Smith & Co,Low,Pending
3744,Family,Commercial Court,Beth Morrison,Carl Cooper,2022-05-11,2022-07-18,7,3,68,Conviction,Davis Legal Services,Medium,Open
3745,Property,High Court,Anna Miller,Christopher Brooks,2021-10-13,2024-04-02,30,10,902,Judgment for Plaintiff,Black Legal Solutions,Low,Open
3746,Property,High Court,Sarah Mccarthy,Victoria Hall,2022-11-04,2024-07-21,12,6,625,Acquittal,Black Legal Solutions,Low,Open
3747,Civil,Family Court,Alejandro Young,Stephanie Simmons,2024-06-11,2024-08-20,38,20,70,Acquittal,Young & Associates,Low,Pending
3748,Family,Family Court,James Fitzpatrick,Dr. Wendy Simpson,2021-01-24,2023-07-05,32,13,892,Judgment for Plaintiff,Davis Legal Services,Medium,Pending
3749,Property,Small Claims Court,Katherine Reynolds,Kathryn Parker,2022-06-28,2024-12-19,24,31,905,Dismissal,Black Legal Solutions,High,Closed
3750,Criminal,District Court,Andrew Parker,Kimberly Gould,2024-05-08,2024-11-30,22,35,206,Pending,Clark & Harris,Medium,Open
3751,Criminal,Small Claims Court,Thomas Raymond,Martha Mcmahon,2023-07-20,2024-07-03,26,10,349,Judgment for Plaintiff,Wilson Legal,Low,Open
3752,Property,High Court,Jose Lewis,Dr. Tammy Hawkins,2020-12-21,2024-03-23,20,7,1188,Acquittal,Carter Law,Low,Closed
3753,Criminal,District Court,Jordan Rodriguez,Kathryn Miranda,2021-04-26,2024-02-13,11,27,1023,Judgment for Plaintiff,Black Legal Solutions,High,Open
3754,Criminal,Commercial Court,Peggy Jones,Pamela Johnson,2023-03-14,2024-05-05,40,34,418,Pending,Smith & Co,Medium,Pending
3755,Civil,Small Claims Court,Taylor Henderson,Nicole Freeman,2022-05-22,2024-04-28,7,24,707,Judgment for Plaintiff,Davis Law Firm,Medium,Pending
3756,Corporate,District Court,Aaron Powell,Taylor Hood,2020-03-01,2023-10-06,7,28,1314,Conviction,Wilson Legal,High,Pending
3757,Family,Family Court,Dr. Stacy Mitchell DVM,Raymond Keith,2021-10-06,2024-09-07,24,17,1067,Acquittal,Smith & Co,Low,Closed
3758,Family,Small Claims Court,Alex Shaffer,Brian Smith,2020-01-03,2020-08-26,32,29,236,Judgment for Plaintiff,Davis Law Firm,Low,Open
3759,Family,Small Claims Court,Teresa Perez,Blake Thomas,2024-03-09,2024-11-04,24,20,240,Settlement,Lee & Partners,Medium,Pending
3760,Civil,Small Claims Court,Stacy Robles,Mindy Williams,2020-10-14,2022-10-12,34,24,728,Pending,Davis Law Firm,Low,Open
3761,Property,Small Claims Court,Lori Morales,Vincent Carter,2024-06-07,2024-08-02,23,14,56,Settlement,Lee & Partners,Medium,Open
3762,Civil,Small Claims Court,Kimberly Coleman,Misty Colon,2022-04-20,2024-11-27,5,12,952,Settlement,Clark & Harris,Medium,Open
3763,Property,Small Claims Court,Mackenzie Burnett DVM,Nicole Martin,2022-02-19,2024-08-08,26,28,901,Conviction,Davis Law Firm,Medium,Closed
3764,Corporate,Family Court,Brian Molina,Heather Fletcher,2021-10-16,2024-05-03,6,29,930,Conviction,Carter Law,Low,Open
3765,Criminal,District Court,Scott Jackson MD,Jacob Mckay,2024-04-24,2024-06-15,16,23,52,Conviction,Smith & Co,Low,Open
3766,Corporate,Family Court,Stephen Marks,Carrie Kelly,2023-07-22,2024-08-02,20,32,377,Acquittal,Young & Associates,Low,Closed
3767,Family,Family Court,Arthur Kane,Tyler Townsend,2022-05-30,2024-04-22,29,11,693,Settlement,Carter Law,High,Closed
3768,Family,District Court,Kayla Tyler,Chad Simpson,2023-01-25,2023-10-29,9,1,277,Dismissal,Smith & Co,High,Closed
3769,Civil,Family Court,Joshua Mercado,Joyce Sanchez,2022-12-02,2023-05-29,10,23,178,Conviction,Black Legal Solutions,Medium,Closed
3770,Criminal,District Court,Kathleen Rodriguez,Catherine Pratt,2020-09-27,2023-01-24,36,14,849,Dismissal,Carter Law,Medium,Open
3771,Property,District Court,Rhonda Collins,Deanna Chaney,2020-09-28,2024-06-17,10,13,1358,Pending,Davis Law Firm,Low,Closed
3772,Corporate,District Court,Robin Scott,Elizabeth Gutierrez,2022-04-12,2022-04-16,12,13,4,Pending,Davis Legal Services,High,Closed
3773,Civil,Family Court,Joshua Garcia,Austin Hale,2023-01-15,2023-06-29,18,27,165,Conviction,Clark & Harris,Low,Open
3774,Family,District Court,John Gibson,Matthew Gutierrez,2020-02-26,2022-12-11,38,21,1019,Pending,Wilson Legal,High,Closed
3775,Criminal,High Court,Rita Cox,Brent Kelley,2020-10-15,2023-04-04,36,16,901,Settlement,Wilson Legal,Low,Closed
3776,Corporate,Family Court,Melissa Padilla,Courtney Jones,2023-12-04,2024-11-19,34,25,351,Conviction,Wilson Legal,High,Pending
3777,Civil,Commercial Court,Alexander Wilson,Nicholas Woods,2023-06-08,2024-07-04,28,10,392,Acquittal,Davis Legal Services,Medium,Pending
3778,Corporate,Family Court,Dawn Pugh,Melissa Smith,2021-12-25,2022-04-08,38,23,104,Dismissal,Carter Law,High,Pending
3779,Civil,Small Claims Court,Todd Smith,Lisa Miles,2023-12-27,2024-04-13,32,13,108,Pending,Carter Law,High,Pending
3780,Corporate,District Court,Jay Holder,Melissa Harper,2020-01-23,2022-02-03,27,28,742,Settlement,Clark & Harris,High,Closed
3781,Family,District Court,William Kerr,Karen Tanner,2020-10-04,2022-09-09,34,35,705,Conviction,Carter Law,High,Closed
3782,Family,Family Court,Michelle Wheeler,Deborah Noble,2020-08-21,2022-05-22,23,35,639,Judgment for Plaintiff,Davis Law Firm,High,Pending
3783,Civil,Small Claims Court,Michaela Davis,Ryan Rose,2022-12-11,2024-01-12,27,20,397,Dismissal,Wilson Legal,High,Pending
3784,Property,Commercial Court,Travis Walker,John Edwards,2021-01-14,2022-09-15,14,30,609,Judgment for Plaintiff,Davis Law Firm,Low,Closed
3785,Family,Commercial Court,William Smith,Toni Ware,2024-01-21,2024-10-29,20,25,282,Dismissal,Carter Law,High,Closed
3786,Family,Commercial Court,Michael King,Frances Hatfield,2021-03-31,2023-04-13,14,34,743,Dismissal,Wilson Legal,Medium,Pending
3787,Family,Family Court,Cody Hernandez,Emily Daniel,2022-03-05,2022-08-30,16,17,178,Settlement,Lee & Partners,Medium,Closed
3788,Property,Commercial Court,Christine Phillips,Justin Coleman,2022-09-07,2022-10-06,39,25,29,Conviction,Young & Associates,Medium,Pending
3789,Family,Small Claims Court,Monique Rodriguez,Anita Sexton,2023-03-22,2024-08-16,8,15,513,Pending,Carter Law,Medium,Open
3790,Family,High Court,Joseph Wilcox,Dawn Houston,2021-01-09,2023-07-06,31,10,908,Conviction,Lee & Partners,High,Pending
3791,Corporate,High Court,Teresa Porter,James Daniels,2021-05-29,2021-11-11,13,8,166,Dismissal,Black Legal Solutions,High,Closed
3792,Family,Small Claims Court,Elizabeth Garcia,Matthew Sanders,2022-05-22,2023-09-07,22,4,473,Conviction,Davis Legal Services,High,Pending
3793,Corporate,Family Court,Jane Brock,Gina Carr,2024-11-25,2024-12-03,35,20,8,Judgment for Plaintiff,Lee & Partners,Low,Open
3794,Property,Commercial Court,Alexis Benson,Kenneth Farmer,2024-11-18,2024-12-14,39,14,26,Pending,Young & Associates,Low,Open
3795,Civil,High Court,Connor Walsh PhD,Jeffrey Miller,2020-02-20,2020-03-19,10,12,28,Judgment for Plaintiff,Clark & Harris,Low,Pending
3796,Corporate,Family Court,Lori Koch,Jonathan Johnson,2020-02-08,2020-05-23,15,3,105,Settlement,Carter Law,High,Open
3797,Civil,High Court,Jessica Mann,Michael Yang,2024-03-06,2024-05-28,10,21,83,Conviction,Smith & Co,Low,Pending
3798,Corporate,High Court,Michele Schultz MD,Christine Medina,2020-12-12,2024-05-07,27,22,1242,Conviction,Carter Law,Low,Pending
3799,Property,Commercial Court,Victoria Brown,Brenda James,2021-11-19,2023-02-10,15,23,448,Pending,Carter Law,High,Pending
3800,Corporate,Commercial Court,Austin Bell,Nathan Hunt,2024-07-02,2024-09-15,35,22,75,Conviction,Davis Law Firm,High,Open
3801,Criminal,District Court,Elizabeth Fleming,Dylan Baker,2024-05-11,2024-07-27,7,28,77,Conviction,Davis Law Firm,Medium,Closed
3802,Property,High Court,Martin Morris,Joshua Palmer,2022-12-18,2024-01-31,39,35,409,Judgment for Plaintiff,Carter Law,Medium,Open
3803,Civil,District Court,Zachary Mcmillan,Mackenzie Wade,2020-11-17,2024-06-08,5,28,1299,Judgment for Plaintiff,Wilson Legal,Low,Closed
3804,Criminal,Commercial Court,Gabriela Sanchez,Pamela Peterson,2022-03-18,2023-02-10,17,25,329,Acquittal,Carter Law,Medium,Pending
3805,Civil,District Court,Bobby Shah,Steven Chavez,2023-01-04,2023-10-18,31,27,287,Conviction,Lee & Partners,Low,Open
3806,Civil,Small Claims Court,Jennifer Moses,Wendy Lawrence,2023-03-10,2023-06-16,35,30,98,Settlement,Wilson Legal,Low,Pending
3807,Property,Commercial Court,Francis Roach,Anthony Jones,2020-05-07,2023-01-10,12,25,978,Judgment for Plaintiff,Davis Law Firm,High,Open
3808,Property,Family Court,Tom Bowen,Karen Morse,2021-04-29,2023-11-26,12,33,941,Judgment for Plaintiff,Young & Associates,High,Pending
3809,Criminal,High Court,Linda Meyer,Judith Gonzalez,2023-06-16,2023-10-12,8,12,118,Conviction,Lee & Partners,Medium,Closed
3810,Civil,Commercial Court,Alyssa Graham,Christine Schmitt,2022-12-31,2023-01-26,35,26,26,Judgment for Plaintiff,Clark & Harris,High,Closed
3811,Corporate,Small Claims Court,Kimberly Hunt,Bryan Herring,2022-02-14,2022-10-30,10,3,258,Judgment for Plaintiff,Davis Legal Services,High,Pending
3812,Family,Commercial Court,Laura Smith,Patrick Carson,2023-08-23,2023-12-02,11,21,101,Conviction,Davis Legal Services,High,Closed
3813,Family,District Court,Alex Hall,Patricia Lopez,2025-01-01,2025-01-01,36,9,0,Pending,Davis Law Firm,High,Open
3814,Criminal,High Court,Joshua Nicholson,Sherri Nelson,2023-10-17,2024-04-26,13,2,192,Pending,Wilson Legal,Low,Closed
3815,Corporate,Family Court,Steven Castillo,Glen Park,2020-02-25,2021-12-03,31,11,647,Conviction,Carter Law,Medium,Closed
3816,Criminal,High Court,Lawrence Howard,Laura Jones,2022-03-17,2022-10-31,24,31,228,Judgment for Plaintiff,Black Legal Solutions,Medium,Open
3817,Corporate,Commercial Court,Melinda Gregory,Scott Brooks,2022-04-24,2022-05-20,7,18,26,Acquittal,Carter Law,Low,Open
3818,Civil,Family Court,William Rodriguez,Cheryl Davis,2023-05-29,2023-12-07,29,14,192,Settlement,Davis Legal Services,High,Pending
3819,Corporate,District Court,Zachary West,Carrie Campbell,2021-02-11,2024-01-17,10,17,1070,Dismissal,Davis Law Firm,High,Pending
3820,Corporate,District Court,Courtney Scott,Anthony Bell,2023-03-13,2023-11-07,21,9,239,Judgment for Plaintiff,Davis Law Firm,High,Pending
3821,Criminal,Commercial Court,Brenda Glenn,Christina Joseph,2023-04-20,2023-11-11,29,35,205,Acquittal,Black Legal Solutions,High,Closed
3822,Corporate,Family Court,Alex Cook,Maria Bates,2024-08-16,2024-09-19,25,19,34,Settlement,Lee & Partners,High,Pending
3823,Property,Small Claims Court,Shawn Hill,Adrian Walsh,2020-04-18,2022-05-14,34,26,756,Pending,Wilson Legal,High,Open
3824,Corporate,District Court,Jeffrey Mullins,Jacob Townsend,2023-05-30,2024-09-29,35,7,488,Dismissal,Black Legal Solutions,Low,Closed
3825,Corporate,High Court,Jared Beltran,Roger Luna,2021-08-23,2023-03-26,34,26,580,Acquittal,Davis Legal Services,High,Closed
3826,Property,District Court,Heather Williams,Vickie Harvey,2024-08-01,2024-12-22,11,29,143,Pending,Young & Associates,Low,Pending
3827,Civil,Commercial Court,Katelyn Zavala,Melissa Simpson,2022-02-04,2024-04-26,39,35,812,Conviction,Young & Associates,Medium,Closed
3828,Family,Family Court,Olivia Valenzuela,Jason Compton,2022-12-10,2024-02-05,24,3,422,Conviction,Carter Law,High,Pending
3829,Criminal,High Court,Katie Bishop,Shawn Wright,2020-08-15,2022-02-19,30,6,553,Judgment for Plaintiff,Lee & Partners,Medium,Closed
3830,Property,Small Claims Court,Ricky Weber,Jeffrey Hale,2024-09-17,2024-11-17,40,15,61,Acquittal,Lee & Partners,Low,Open
3831,Criminal,Commercial Court,Brian Stevens,Jeffrey Stevens,2020-02-05,2021-02-18,16,11,379,Acquittal,Davis Law Firm,Low,Closed
3832,Criminal,Small Claims Court,Brian Green,Janet Craig,2022-09-17,2023-10-06,31,27,384,Acquittal,Carter Law,Low,Open
3833,Corporate,Small Claims Court,Joshua Lynn,Calvin Peterson,2023-03-23,2023-03-31,25,34,8,Settlement,Young & Associates,High,Closed
3834,Family,Family Court,Alyssa Morgan,Wanda Davis,2021-06-15,2022-09-13,16,14,455,Pending,Carter Law,Low,Open
3835,Property,Small Claims Court,Christine Ho DVM,Wesley Jones,2024-07-17,2024-10-28,11,1,103,Conviction,Davis Law Firm,High,Closed
3836,Criminal,High Court,Anna Burton,Juan Andersen,2024-01-19,2024-08-03,37,31,197,Acquittal,Wilson Legal,Low,Closed
3837,Corporate,District Court,Rachel Tate,Christopher Sandoval,2024-03-29,2024-09-12,13,29,167,Conviction,Clark & Harris,High,Closed
3838,Property,High Court,Alec Moreno,Catherine Nelson,2021-06-18,2021-08-08,21,7,51,Acquittal,Carter Law,High,Pending
3839,Civil,High Court,Alexander Ramirez,James Olson,2024-05-16,2024-11-09,39,4,177,Judgment for Plaintiff,Black Legal Solutions,Low,Open
3840,Civil,Small Claims Court,Dr. Jonathan Anderson,Kevin Peterson,2020-11-03,2020-11-08,14,5,5,Settlement,Carter Law,High,Pending
3841,Family,Family Court,Carl Cook,Aaron Chambers,2022-04-07,2023-11-20,36,9,592,Judgment for Plaintiff,Black Legal Solutions,Low,Closed
3842,Family,District Court,Thomas Stewart,Tammy Romero,2023-08-02,2024-06-10,17,11,313,Conviction,Smith & Co,Low,Pending
3843,Family,District Court,Pamela Singleton,Patricia Stewart,2022-02-05,2023-01-14,35,1,343,Dismissal,Clark & Harris,Low,Closed
3844,Civil,Commercial Court,Donald Wright,David Mooney,2021-12-13,2024-02-02,25,17,781,Dismissal,Wilson Legal,High,Open
3845,Corporate,Family Court,Juan Johnson,Jeanne Hamilton,2022-06-17,2024-12-28,25,12,925,Acquittal,Davis Legal Services,Medium,Open
3846,Civil,Commercial Court,Tanya Martinez,Felicia Hopkins,2022-10-04,2023-03-06,28,11,153,Conviction,Smith & Co,Low,Closed
3847,Family,High Court,Richard Guerra,Richard Gross,2020-04-21,2021-08-09,35,8,475,Acquittal,Carter Law,Medium,Closed
3848,Civil,Family Court,Jessica Lee,Monica Sandoval,2023-07-06,2024-02-21,19,14,230,Conviction,Carter Law,Medium,Open
3849,Civil,District Court,Mary Cowan,Brenda Robinson,2023-01-26,2023-03-08,35,15,41,Pending,Black Legal Solutions,Low,Pending
3850,Corporate,Commercial Court,Joshua Sanders,Richard Diaz,2024-04-29,2024-05-28,21,20,29,Settlement,Lee & Partners,Low,Closed
3851,Property,District Court,Sharon Nguyen,Robert West,2021-11-25,2023-10-13,16,5,687,Pending,Black Legal Solutions,High,Pending
3852,Family,District Court,Lisa Thompson,Christopher Martin,2023-03-21,2024-10-24,31,9,583,Conviction,Clark & Harris,Medium,Open
3853,Property,Commercial Court,Antonio Schroeder,Kelly Barajas,2022-02-17,2022-04-21,12,25,63,Pending,Smith & Co,Medium,Open
3854,Property,High Court,Tamara Sampson,Julie Wright,2022-11-16,2023-12-29,34,9,408,Judgment for Plaintiff,Clark & Harris,High,Pending
3855,Family,Commercial Court,Amy Smith,Noah Hodge,2020-07-24,2023-01-26,32,25,916,Pending,Carter Law,Medium,Pending
3856,Corporate,Family Court,Megan Gibson,Michele Hernandez,2021-06-22,2021-08-21,37,24,60,Acquittal,Clark & Harris,Low,Closed
3857,Property,Commercial Court,Jeremy Johnson,Laura Harmon,2021-03-04,2023-02-21,28,8,719,Settlement,Young & Associates,Medium,Pending
3858,Criminal,District Court,Andrea Mendoza,Jason Porter,2020-07-26,2024-10-25,24,25,1552,Pending,Davis Legal Services,High,Closed
3859,Criminal,High Court,David Allen,Elaine Clark,2023-03-05,2023-04-03,26,8,29,Dismissal,Wilson Legal,Medium,Closed
3860,Criminal,Commercial Court,Zachary Miller,Jason Padilla,2022-12-15,2024-11-01,37,18,687,Conviction,Smith & Co,Medium,Open
3861,Civil,Family Court,Christopher Lewis,Jessica Curtis,2023-11-29,2024-06-11,18,6,195,Judgment for Plaintiff,Smith & Co,High,Open
3862,Criminal,Commercial Court,Ryan Todd,Kristen Daniels,2024-08-12,2024-10-07,27,7,56,Conviction,Lee & Partners,Low,Pending
3863,Criminal,Commercial Court,Mark Ellis,Robert Hernandez,2020-09-10,2022-12-19,12,19,830,Conviction,Carter Law,Low,Closed
3864,Criminal,Commercial Court,Jason Moore,Peter Wilson,2022-09-12,2023-01-08,40,24,118,Judgment for Plaintiff,Young & Associates,Low,Open
3865,Criminal,High Court,Mathew Chung,Jacob Miller,2021-02-19,2024-08-28,5,3,1286,Acquittal,Wilson Legal,Low,Open
3866,Civil,High Court,Philip Eaton,James Hebert,2024-05-22,2024-07-07,5,19,46,Pending,Smith & Co,High,Pending
3867,Property,Family Court,Paul Berger,Ronald Hamilton,2023-06-07,2024-07-28,22,7,417,Acquittal,Davis Law Firm,Medium,Pending
3868,Property,Family Court,Sharon Morales,Jennifer Bauer,2024-03-03,2024-11-06,16,12,248,Judgment for Plaintiff,Clark & Harris,High,Pending
3869,Property,Small Claims Court,Sharon Ramirez,Dennis Stone,2021-04-11,2023-04-12,21,21,731,Dismissal,Young & Associates,High,Open
3870,Criminal,High Court,Dawn Thomas MD,Sarah Taylor,2021-03-20,2023-05-08,40,23,779,Dismissal,Clark & Harris,Medium,Closed
3871,Family,Family Court,Victor Reed,Kimberly Nelson,2021-11-08,2023-01-07,13,16,425,Acquittal,Carter Law,High,Open
3872,Family,Commercial Court,William Brown,Chelsea Stevens,2022-05-04,2022-08-03,31,20,91,Pending,Davis Legal Services,Low,Pending
3873,Civil,Small Claims Court,Amanda Hubbard,Rebecca Boyd,2023-02-19,2023-05-31,24,16,101,Acquittal,Young & Associates,Low,Pending
3874,Civil,Family Court,Denise Smith,Kevin Hansen,2024-12-25,2024-12-30,36,21,5,Conviction,Davis Law Firm,Medium,Pending
3875,Family,High Court,Andrew Taylor,Christine Landry,2024-05-07,2024-11-16,11,26,193,Settlement,Davis Law Firm,Low,Closed
3876,Corporate,Family Court,Erin Gonzalez,Brandy Howard,2024-01-19,2024-02-12,33,21,24,Dismissal,Carter Law,Medium,Open
3877,Corporate,Small Claims Court,Donald Johnson,Eric Bishop,2021-12-21,2022-11-24,18,29,338,Dismissal,Black Legal Solutions,Medium,Pending
3878,Civil,District Court,Holly Hays,Monica Jones,2022-03-19,2024-11-13,9,22,970,Dismissal,Young & Associates,Medium,Open
3879,Family,District Court,Kenneth Yang,Randy King,2023-11-18,2024-09-22,38,20,309,Dismissal,Black Legal Solutions,High,Pending
3880,Family,Small Claims Court,Patrick Barnes,Matthew Smith,2022-01-25,2022-09-09,40,29,227,Judgment for Plaintiff,Wilson Legal,Medium,Open
3881,Corporate,High Court,Erin Smith,James Daniels,2023-08-19,2023-11-14,13,2,87,Conviction,Davis Legal Services,Medium,Closed
3882,Family,Family Court,Anthony Steele,Kristin Collins,2020-07-22,2022-12-07,34,17,868,Dismissal,Davis Law Firm,Low,Open
3883,Family,Family Court,Lance Payne,Courtney Jensen,2023-12-27,2024-03-02,11,26,66,Dismissal,Davis Legal Services,Medium,Open
3884,Property,High Court,Randy Coleman,Stephanie Meyer,2020-02-15,2023-12-02,24,33,1386,Acquittal,Young & Associates,Medium,Closed
3885,Property,High Court,Monique Gamble,Sarah Aguilar,2020-04-15,2021-04-16,38,27,366,Dismissal,Young & Associates,Low,Closed
3886,Corporate,Commercial Court,Gavin Williams,Anita Schultz,2022-08-19,2023-05-09,9,14,263,Pending,Davis Legal Services,Medium,Open
3887,Civil,Family Court,Amy Carlson,David Martin,2021-01-14,2022-07-01,38,11,533,Judgment for Plaintiff,Black Legal Solutions,Low,Closed
3888,Civil,Small Claims Court,William Hill,Christy Mata DVM,2024-08-22,2024-10-13,36,6,52,Conviction,Davis Law Firm,High,Pending
3889,Property,Commercial Court,Brandy Montgomery,Abigail Grant,2023-08-04,2023-08-21,7,10,17,Pending,Wilson Legal,Medium,Pending
3890,Property,Family Court,Debra Hall,Joseph Diaz,2024-02-11,2024-08-05,24,30,176,Judgment for Plaintiff,Wilson Legal,Medium,Pending
3891,Family,Commercial Court,Eric Arias,Dillon Jackson,2024-12-19,2024-12-25,19,29,6,Pending,Lee & Partners,High,Open
3892,Property,Small Claims Court,Sophia Reyes,Christopher Padilla,2021-04-13,2022-12-24,40,17,620,Acquittal,Davis Law Firm,Low,Open
3893,Criminal,District Court,Steven Boyd,Judith Hunt,2023-08-11,2024-07-18,6,1,342,Dismissal,Carter Law,High,Open
3894,Property,Family Court,Michelle Walton,Alex Villarreal,2024-04-12,2024-07-18,29,21,97,Acquittal,Davis Law Firm,High,Open
3895,Property,High Court,Samuel Mcguire,Sherry Lowe,2023-04-06,2024-03-25,35,35,354,Conviction,Wilson Legal,Medium,Closed
3896,Family,Commercial Court,Christine Frost,David Cook,2023-02-26,2024-09-02,12,27,554,Conviction,Davis Legal Services,High,Closed
3897,Family,Family Court,Stephanie Fernandez,Gabriella Black,2021-12-30,2023-09-08,8,16,617,Conviction,Smith & Co,Medium,Pending
3898,Corporate,Family Court,Natalie Williams,David Chen,2021-10-27,2022-02-10,39,29,106,Pending,Wilson Legal,High,Open
3899,Corporate,High Court,Thomas Johnson,Stephanie Nelson,2023-12-03,2024-01-02,38,23,30,Dismissal,Wilson Legal,Medium,Closed
3900,Family,Family Court,Eric Jordan,Jeanette Bradley,2020-05-17,2023-07-26,20,25,1165,Acquittal,Carter Law,Medium,Closed
3901,Corporate,Commercial Court,Dana Waller,Jennifer Foster,2022-09-16,2024-09-10,17,16,725,Settlement,Young & Associates,Medium,Open
3902,Civil,District Court,Amber Patel,Christopher Giles,2021-12-26,2023-08-04,19,30,586,Judgment for Plaintiff,Lee & Partners,Low,Closed
3903,Family,District Court,Karen White,Ashley Miller,2021-10-08,2022-04-07,26,2,181,Judgment for Plaintiff,Wilson Legal,Low,Pending
3904,Criminal,Family Court,Melissa Cox,Maureen Mcdonald,2024-01-30,2024-11-13,40,4,288,Settlement,Davis Law Firm,Low,Pending
3905,Criminal,High Court,Thomas Stewart PhD,Tammy Brown MD,2023-08-22,2024-05-29,37,34,281,Acquittal,Davis Legal Services,High,Pending
3906,Corporate,District Court,Theresa Mckinney,Riley Lara,2024-04-18,2024-05-13,15,7,25,Settlement,Black Legal Solutions,High,Open
3907,Criminal,High Court,David Lamb,Robert Meadows,2022-04-05,2024-11-20,28,17,960,Dismissal,Davis Legal Services,Medium,Open
3908,Corporate,Commercial Court,Lance Elliott,Nina Ramirez,2021-04-09,2021-08-09,10,32,122,Settlement,Black Legal Solutions,Low,Pending
3909,Corporate,High Court,Kristy Parker,Marcus Mathis,2020-10-13,2022-06-03,21,3,598,Judgment for Plaintiff,Lee & Partners,Medium,Closed
3910,Corporate,Family Court,Darrell Kramer,Dylan Murphy,2022-05-10,2022-07-24,17,25,75,Pending,Lee & Partners,High,Open
3911,Civil,District Court,James Chaney,Eric Parker,2021-06-22,2023-07-29,11,27,767,Settlement,Black Legal Solutions,High,Pending
